cnum,cl_ava_2,cl_freq_2,cl_ava_3,cl_freq_3,cl_ava_4,cl_freq_4,cl_ava_5,cl_freq_5,cl_ava_6,cl_freq_6,cl_ava_7,cl_freq_7,cl_ava_8,cl_freq_8,cl_ava_9,cl_freq_9,cl_ava_10,cl_freq_10,cl_ava_11,cl_freq_11,cl_ava_12,cl_freq_12,cl_ava_13,cl_freq_13,cl_ava_14,cl_freq_14,com_ava_2,com_freq_2,com_ava_3,com_freq_3,com_ava_4,com_freq_4,com_ava_5,com_freq_5,com_ava_6,com_freq_6,com_ava_7,com_freq_7,com_ava_8,com_freq_8,com_ava_9,com_freq_9,com_ava_10,com_freq_10,com_ava_11,com_freq_11,com_ava_12,com_freq_12,com_ava_13,com_freq_13,com_ava_14,com_freq_14
EL5JUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.66666666666667,3.0,0.0,0.0,230.625,8.0,176.875,8.0,178.625,8.0,279.0,2.0,176.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,705.5866666666667,3.0,250.9,1.0,0.0,0.0,1069.42,1.0,575.342,5.0,852.3133333333334,6.0,661.1550000000001,4.0,679.4233333333333,6.0,699.5133333333333,6.0,586.3100000000001,4.0,444.19375,8.0
E42DNY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.5,2.0,155.36833333333334,6.0,348.75,4.0,390.0,4.0,297.22222222222223,9.0,171.57142857142858,7.0,313.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,1.0,0.0,0.0,42.24,1.0,0.0,0.0,74.42750000000001,4.0,0.0,0.0
8EERO5,652.0,2.0,683.0,1.0,941.0,3.0,1394.5,2.0,759.6666666666666,3.0,912.5,2.0,211.0,1.0,830.0,3.0,607.8,5.0,738.0,1.0,820.3333333333334,3.0,976.5,4.0,850.0,3.0,416.66333333333336,3.0,333.83125,8.0,511.47749999999996,4.0,629.88,6.0,908.5366666666665,3.0,922.8875,4.0,0.0,0.0,880.0728571428573,7.0,58.49,1.0,1729.2166666666665,3.0,646.5,4.0,319.45166666666665,6.0,1236.8866666666665,3.0
EL4BMX,1470.0,2.0,0.0,0.0,1622.0,1.0,262.0,1.0,814.0,5.0,399.0,4.0,1321.5,2.0,1241.6666666666667,3.0,1247.25,4.0,1650.0,2.0,1851.0,3.0,1318.25,4.0,2149.5,2.0,0.0,0.0,246.19,2.0,144.0,1.0,461.98,2.0,130.46,1.0,0.0,0.0,1350.0,1.0,133.6,1.0,0.0,0.0,1550.35,2.0,255.42,1.0,0.0,0.0,0.0,0.0
EE5KS0,3958.0,1.0,1754.5,2.0,2019.3333333333333,3.0,635.5,2.0,654.6666666666666,3.0,893.0,5.0,1978.0,2.0,1691.0,2.0,1158.5,4.0,1847.6666666666667,3.0,931.5,4.0,798.5,2.0,0.0,0.0,0.0,0.0,208.97,1.0,142.26333333333332,3.0,177.52666666666667,3.0,303.8833333333333,3.0,373.71000000000004,2.0,0.0,0.0,87.9,1.0,0.0,0.0,99.9,1.0,568.9,1.0,578.0,1.0,0.0,0.0
PMQPNQ,1425.0,2.0,1951.3333333333333,3.0,1681.5,2.0,1593.0,1.0,1564.8,5.0,659.0,1.0,1217.3333333333333,3.0,2156.25,4.0,1205.5,2.0,1129.75,4.0,4294.0,2.0,938.5,2.0,1532.5,2.0,385.3433333333333,3.0,844.7466666666666,6.0,994.3875,4.0,1036.5833333333333,3.0,678.3633333333333,6.0,1369.77,5.0,1081.5516666666665,6.0,916.0266666666666,6.0,968.012857142857,7.0,721.5316666666666,6.0,648.555,6.0,705.6257142857143,7.0,898.9566666666666,3.0
ELZXCN,279.2,5.0,249.0,3.0,166.0,1.0,192.0,3.0,142.0,5.0,400.5,2.0,175.0,1.0,180.5,2.0,127.0,2.0,228.2,5.0,186.0,1.0,91.0,1.0,133.5,2.0,353.1825,4.0,144.24399999999997,5.0,0.0,0.0,150.7,2.0,216.09166666666667,6.0,207.48399999999998,5.0,170.98875,8.0,148.475,4.0,229.0,4.0,134.7,4.0,222.83800000000002,5.0,127.80000000000001,2.0,381.99,1.0
KMPQMT,343.75,4.0,236.0,2.0,401.0,1.0,0.0,0.0,468.0,1.0,366.0,3.0,231.0,2.0,490.2,5.0,323.25,4.0,456.0,2.0,173.5,2.0,583.6,5.0,60.5,2.0,82.99,2.0,175.02666666666667,3.0,256.1266666666667,3.0,0.0,0.0,257.95,2.0,433.65,2.0,136.45,2.0,74.298,5.0,205.4775,8.0,0.0,0.0,300.985,4.0,0.0,0.0,0.0,0.0
EEAGNF,134.0,3.0,125.0,2.0,144.66666666666666,3.0,39.0,2.0,114.83333333333333,6.0,100.0,4.0,50.0,1.0,0.0,0.0,0.0,0.0,59.0,2.0,236.25,4.0,69.33333333333333,3.0,123.0,2.0,238.0,1.0,152.5,2.0,188.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.9,1.0,0.0,0.0,0.0,0.0
ZSYDDH,1150.5,2.0,1207.0,3.0,1795.6666666666667,3.0,1256.6666666666667,3.0,2435.5,2.0,2353.3333333333335,3.0,3056.5,2.0,1029.0,2.0,1938.0,1.0,1157.0,1.0,1726.3333333333333,3.0,2412.0,1.0,2095.8333333333335,6.0,0.0,0.0,145.0,1.0,161.5,2.0,7237.97,1.0,319.4175,4.0,552.6166666666667,3.0,0.0,0.0,971.85,1.0,752.7950000000001,4.0,555.625,4.0,220.4475,4.0,405.595,2.0,1003.9875000000001,4.0
RKMIIK,1769.5,2.0,646.0,1.0,2499.0,1.0,1157.5,2.0,2286.3333333333335,3.0,666.0,2.0,241.0,1.0,0.0,0.0,1154.5,2.0,663.4,5.0,239.66666666666666,3.0,644.6666666666666,6.0,1278.5,4.0,291.9,4.0,189.30571428571426,7.0,324.10999999999996,3.0,290.66285714285715,7.0,269.4225,4.0,347.3333333333333,3.0,454.82500000000005,2.0,343.96999999999997,3.0,356.28222222222223,9.0,343.10571428571427,7.0,495.32666666666665,3.0,356.32,5.0,111.72,5.0
EETHLA,2144.5,2.0,1147.0,2.0,789.8333333333334,6.0,1871.5,2.0,1337.5,2.0,936.0,1.0,1373.3333333333333,3.0,1229.0,4.0,594.5,2.0,305.5,2.0,375.0,2.0,1742.3333333333333,3.0,937.0,1.0,2966.5,1.0,2968.03,1.0,0.0,0.0,1557.4299999999998,2.0,456.1266666666667,3.0,0.0,0.0,1153.12,1.0,0.0,0.0,2559.71,1.0,0.0,0.0,199.98,1.0,1394.405,4.0,0.0,0.0
KPIPLR,116.0,1.0,575.0,3.0,479.0,3.0,470.0,4.0,332.4,5.0,408.5,2.0,759.5,2.0,620.0,1.0,474.25,4.0,423.6666666666667,3.0,230.66666666666666,3.0,846.0,1.0,0.0,0.0,285.87199999999996,10.0,243.54125000000002,8.0,254.42800000000003,5.0,295.18857142857144,7.0,234.17800000000003,10.0,371.892,5.0,124.61333333333334,3.0,330.0975,4.0,282.1485714285715,7.0,293.83222222222224,9.0,201.70600000000002,5.0,457.63125,8.0,248.55363636363634,11.0
EL652Q,131.0,1.0,127.75,4.0,49.0,2.0,71.33333333333333,3.0,68.0,2.0,107.5,4.0,0.0,0.0,115.0,2.0,150.33333333333334,3.0,137.0,3.0,188.5,4.0,143.33333333333334,3.0,160.0,1.0,0.0,0.0,0.0,0.0,143.0,1.0,1173.57,1.0,0.0,0.0,426.66333333333336,3.0,256.9166666666667,3.0,0.0,0.0,501.3,1.0,489.27000000000004,2.0,411.20000000000005,2.0,221.8175,4.0,0.0,0.0
EL9YAC,0.0,0.0,75.0,1.0,520.0,2.0,749.0,2.0,862.0,6.0,868.75,4.0,332.4,5.0,1087.3333333333333,3.0,460.0,6.0,502.6666666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,380.9525,8.0,166.9,1.0,744.0,1.0,238.53714285714287,7.0,313.22999999999996,2.0,195.64333333333335,3.0,273.0466666666667,6.0,250.11249999999998,4.0,188.84714285714287,7.0,255.47624999999996,8.0,175.95800000000003,5.0,178.54142857142855,7.0,195.42000000000002,4.0
RKJRLL,903.0,1.0,870.25,4.0,571.0,4.0,0.0,0.0,619.0,1.0,910.5,4.0,2986.5,2.0,993.0,1.0,666.5,2.0,866.5,2.0,738.3333333333334,3.0,371.5,2.0,900.0,5.0,226.75875,8.0,281.21999999999997,7.0,259.87857142857143,7.0,255.30100000000002,10.0,292.81928571428574,14.0,363.5466666666667,9.0,425.7922222222222,9.0,257.87428571428575,7.0,238.11153846153846,13.0,406.384,10.0,347.15400000000005,15.0,243.9569230769231,13.0,215.87818181818182,11.0
E4NEXJ,1241.5,2.0,1481.0,4.0,1191.25,4.0,953.5,2.0,1090.5,4.0,1607.0,2.0,816.5,2.0,1455.5,2.0,1277.5,2.0,1312.0,3.0,1207.5,2.0,2552.0,1.0,2875.0,1.0,0.0,0.0,85.8,1.0,467.305,2.0,674.1333333333333,3.0,1352.0,2.0,481.68199999999996,5.0,0.0,0.0,446.84000000000003,2.0,259.0,1.0,299.74333333333334,3.0,0.0,0.0,0.0,0.0,0.0,0.0
EL9FB8,767.5,2.0,0.0,0.0,719.5,2.0,443.3333333333333,3.0,393.5,2.0,886.0,3.0,598.0,5.0,1032.0,2.0,519.0,4.0,654.5,2.0,655.6666666666666,3.0,555.5,2.0,1510.0,1.0,155.31666666666666,6.0,279.84,1.0,269.20000000000005,2.0,172.77499999999998,4.0,142.76,5.0,127.25,2.0,252.44714285714286,7.0,181.29333333333332,6.0,232.41,6.0,191.93800000000002,5.0,131.025,4.0,196.59857142857143,7.0,172.72000000000003,5.0
ELL6XT,311.3333333333333,3.0,700.0,1.0,815.3333333333334,3.0,664.25,4.0,621.5,4.0,659.6666666666666,3.0,636.25,4.0,699.0,1.0,1047.0,1.0,739.5,2.0,654.0,2.0,1305.0,1.0,838.0,2.0,0.0,0.0,250.0,3.0,342.45500000000004,2.0,38.0,1.0,209.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.92500000000001,4.0,257.1333333333333,3.0,285.84,2.0,256.03333333333336,3.0
ZHCHFC,0.0,0.0,0.0,0.0,25.0,8.0,0.0,0.0,25.0,2.0,113.0,2.0,25.0,2.0,25.0,5.0,25.0,4.0,47.0,7.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3053.49,1.0,732.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,1.0,0.0,0.0,765.0,2.0
6XSOOS,0.0,0.0,0.0,0.0,192.33333333333334,3.0,447.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,170.0,2.0,158.8,5.0,196.25,4.0,366.75,4.0,379.8333333333333,6.0,566.3333333333334,3.0,0.0,0.0,0.0,0.0,116.24000000000001,4.0,0.0,0.0,149.98,1.0,0.0,0.0,0.0,0.0,607.35,2.0,146.99,2.0,0.0,0.0,161.96,1.0,569.246,5.0,1273.785,2.0
6XNXOO,2478.5,2.0,1926.75,4.0,2727.0,2.0,3664.0,1.0,2290.75,4.0,2530.3333333333335,3.0,2186.5,2.0,1567.0,5.0,3126.5,2.0,1590.6666666666667,3.0,0.0,0.0,1747.0,1.0,974.0,2.0,763.915,2.0,848.5320000000002,5.0,486.7616666666667,6.0,313.82399999999996,5.0,832.3,4.0,421.73,1.0,708.645,2.0,556.235,4.0,1369.0,1.0,314.61199999999997,5.0,1073.755,2.0,659.1833333333334,6.0,526.5020000000001,5.0
E46VGD,564.5,2.0,444.0,2.0,0.0,0.0,994.3333333333334,3.0,936.0,4.0,344.0,2.0,152.0,1.0,872.5,2.0,706.5,2.0,182.87625,8.0,0.0,0.0,0.0,0.0,424.0,5.0,0.0,0.0,0.0,0.0,903.9766666666666,3.0,0.0,0.0,438.0,1.0,304.88,1.0,0.0,0.0,840.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2FSXON,366.0,1.0,402.5,2.0,496.5,2.0,531.0,3.0,190.5,2.0,348.0,3.0,0.0,0.0,1501.0,2.0,1003.6,5.0,679.4,5.0,0.0,0.0,597.5,2.0,648.0,3.0,372.0,1.0,184.29,1.0,0.0,0.0,116.8,1.0,0.0,0.0,234.8,1.0,77.8,1.0,0.0,0.0,94.39500000000001,2.0,632.3,2.0,0.0,0.0,100.0,1.0,1032.0,1.0
EEBR58,1404.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.6666666666667,3.0,1063.8,5.0,1122.4,5.0,1084.5,6.0,607.25,4.0,955.6666666666666,6.0,384.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.94,1.0,392.748,5.0,480.884,5.0,258.98,1.0,688.29,4.0,0.0,0.0
RXYNFO,969.3333333333334,3.0,82.5,4.0,69.0,1.0,213.0,4.0,0.0,0.0,0.0,0.0,151.75,4.0,83.0,1.0,784.0,1.0,201.5,2.0,141.0,4.0,83.0,2.0,481.0,4.0,110.43,1.0,194.825,2.0,286.6,1.0,135.4,1.0,238.17,1.0,143.0,1.0,318.395,2.0,72.94,1.0,0.0,0.0,129.0,1.0,69.49,1.0,143.5,2.0,68.13499999999999,2.0
MJKKTM,515.6666666666666,3.0,0.0,0.0,464.5,2.0,985.3333333333334,3.0,286.75,4.0,524.6666666666666,3.0,279.3333333333333,3.0,581.25,4.0,371.5,2.0,572.0,3.0,530.5,2.0,287.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,947.7366666666667,3.0,1155.235,2.0,0.0,0.0,0.0,0.0,2127.0150000000003,2.0,0.0,0.0,2007.91,1.0,0.0,0.0,2084.13,2.0,1472.5266666666666,3.0,1775.4499999999998,3.0
JMKQLL,1740.0,3.0,1604.5,2.0,760.5,2.0,1655.5,2.0,0.0,0.0,2172.0,1.0,1717.0,3.0,1701.5,2.0,1632.0,4.0,2441.25,4.0,927.995,2.0,1301.3333333333333,3.0,1072.0,2.0,147.8,1.0,0.0,0.0,2556.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2893.455,2.0,0.0,0.0,0.0,0.0,1243.87,1.0,7084.99,1.0,0.0,0.0,0.0,0.0
ELRTR9,466.0,3.0,101.33333333333333,3.0,322.6666666666667,3.0,1088.6,5.0,732.5,2.0,1381.0,1.0,381.0,2.0,253.0,1.0,206.0,2.0,825.6666666666666,3.0,0.0,0.0,815.0,1.0,341.5,4.0,685.1,4.0,297.2690909090909,11.0,204.304,5.0,146.75,6.0,215.67,6.0,172.8275,4.0,155.51999999999998,9.0,216.32000000000002,6.0,236.17750000000004,8.0,312.07,5.0,354.1075,12.0,224.38,6.0,291.55,2.0
E4BDBH,0.0,0.0,176.0,1.0,649.3333333333334,3.0,444.5,2.0,394.5,4.0,396.5,2.0,329.0,6.0,1196.0,1.0,44.0,1.0,133.0,1.0,392.6666666666667,3.0,442.5,2.0,597.25,4.0,0.0,0.0,145.66,2.0,602.02,1.0,322.5366666666667,6.0,242.44750000000005,8.0,105.29,3.0,115.99777777777778,9.0,132.08999999999997,5.0,145.345,4.0,101.33333333333333,3.0,233.20833333333334,6.0,100.0,1.0,112.53,2.0
EEJUJM,829.0,2.0,1722.0,2.0,0.0,0.0,1317.0,2.0,0.0,0.0,839.0,2.0,2313.0,1.0,1580.0,4.0,716.0,3.0,0.0,0.0,1161.6,5.0,1258.5,4.0,691.6,5.0,103.8,1.0,516.64,1.0,0.0,0.0,188.09,2.0,0.0,0.0,164.75,1.0,3069.4266666666663,3.0,376.81,2.0,98.0,1.0,387.0,1.0,279.59666666666664,3.0,270.5,2.0,122.0,1.0
E4GG15,77.0,1.0,0.0,0.0,307.5,6.0,183.66666666666666,3.0,0.0,0.0,115.4,5.0,117.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.66666666666666,9.0,0.0,0.0,0.0,0.0,0.0,0.0,278.16333333333336,3.0,0.0,0.0,318.48,1.0,142.96,3.0,96.62333333333333,3.0,622.61,3.0,0.0,0.0,309.21,1.0,0.0,0.0,1636.88,2.0,0.0,0.0
MRJIMQ,790.0,1.0,1081.0,1.0,707.0,1.0,2902.0,1.0,562.0,2.0,1092.3333333333333,3.0,1667.2,5.0,1261.5,2.0,1148.5,2.0,1553.3333333333333,3.0,1320.0,1.0,857.6666666666666,3.0,879.75,4.0,1027.55,3.0,2828.12,1.0,1438.4999999999998,4.0,949.9866666666667,3.0,687.8879999999999,5.0,1631.59,1.0,1045.92,1.0,831.84,4.0,968.7716666666665,6.0,1016.895,2.0,3297.3800000000006,7.0,1059.2459999999999,5.0,1425.07,1.0
ESGHSD,821.75,4.0,313.0,1.0,1636.0,1.0,740.0,2.0,860.0,2.0,757.75,4.0,531.3333333333334,3.0,1243.0,3.0,375.0,2.0,735.5,2.0,1176.0,3.0,1132.0,1.0,652.0,1.0,587.284,5.0,649.4866666666667,3.0,277.634,5.0,727.1999999999999,4.0,583.2249999999999,4.0,791.4485714285714,7.0,803.8566666666667,3.0,872.78,5.0,690.514,5.0,531.5266666666666,3.0,548.96,4.0,998.7800000000001,5.0,886.09,2.0
EE951Q,354.6666666666667,3.0,273.0,1.0,0.0,0.0,2753.5,2.0,368.5,2.0,289.25,4.0,541.5,2.0,458.25,4.0,287.0,2.0,295.0,6.0,348.0,1.0,0.0,0.0,326.5,2.0,488.2,1.0,59.99,1.0,76.98,1.0,422.28,1.0,0.0,0.0,193.8,1.0,0.0,0.0,414.99,2.0,299.555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,326.96,2.0
8HOODD,1183.25,4.0,2131.6666666666665,3.0,2510.0,3.0,1457.0,1.0,1533.5,2.0,1715.5,2.0,1630.5,2.0,1509.5,2.0,1368.0,3.0,3098.0,1.0,2530.5,2.0,2120.5,2.0,1408.0,2.0,1394.0149999999999,4.0,1429.9425,4.0,2681.0,1.0,1595.792,5.0,1106.2744444444443,9.0,1966.42,3.0,2370.085,4.0,1556.0300000000002,5.0,2034.816,5.0,2172.468,5.0,1886.155,4.0,2135.1666666666665,6.0,2178.766666666667,6.0
IQQQPN,656.0,5.0,1354.0,1.0,604.5,6.0,720.3333333333334,3.0,1216.0,2.0,575.6666666666666,3.0,697.3333333333334,3.0,937.3333333333334,3.0,627.3333333333334,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.76666666666665,3.0,668.875,2.0,285.765,8.0,511.31200000000007,5.0,1165.93,1.0,644.68,2.0,438.79400000000004,5.0,415.95799999999997,5.0,612.338,5.0,979.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EHGXCD,653.0,2.0,1676.0,3.0,3528.0,2.0,1439.0,4.0,3147.5,2.0,2250.0,2.0,2320.5,4.0,2951.5,2.0,2281.0,2.0,3529.0,1.0,2714.0,2.0,2414.0,2.0,6564.0,1.0,694.32,6.0,768.1400000000001,2.0,1151.76,4.0,636.8199999999999,7.0,824.6966666666667,3.0,2470.69,2.0,1111.165,4.0,798.6624999999999,4.0,910.7375,4.0,701.1522222222223,9.0,762.3100000000001,7.0,1446.135,2.0,2504.74,1.0
E4SAUA,2745.5,2.0,1722.75,4.0,1431.3333333333333,3.0,2019.5,2.0,2182.0,1.0,2434.0,1.0,2569.0,2.0,2181.5,2.0,2536.0,2.0,1836.8,5.0,2560.5,2.0,1983.5,2.0,0.0,0.0,0.0,0.0,832.71,2.0,0.0,0.0,315.0,3.0,639.38,2.0,779.505,2.0,801.9266666666667,3.0,540.82,1.0,863.8466666666667,3.0,0.0,0.0,341.0,2.0,0.0,0.0,192.0,1.0
IJITQI,488.3333333333333,3.0,1251.25,4.0,399.75,4.0,0.0,0.0,1274.0,1.0,250.0,1.0,722.0,2.0,82.66666666666667,6.0,943.0,4.0,41.0,1.0,1349.0,1.0,0.0,0.0,501.0,1.0,0.0,0.0,0.0,0.0,820.9699999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,1.0,138.0,1.0,0.0,0.0,120.9,1.0,0.0,0.0,234.0,1.0,694.0,1.0
ELRR06,590.7475,4.0,1270.0,6.0,852.3333333333334,3.0,1459.0,1.0,1103.0,1.0,180.0,2.0,2007.0,2.0,358.0,1.0,1358.0,2.0,1085.0,2.0,1474.0,1.0,1669.0,2.0,103.0,1.0,514.88,2.0,104.1,1.0,158.845,2.0,802.61,3.0,495.16,3.0,363.52000000000004,5.0,0.0,0.0,0.0,0.0,1262.0700000000002,2.0,623.96,6.0,101.4,1.0,682.94,1.0,761.0500000000001,3.0
EEQHEA,658.0,3.0,653.75,4.0,435.0,1.0,272.3333333333333,3.0,270.0,4.0,248.0,4.0,262.6666666666667,3.0,183.5,2.0,375.0,1.0,257.6666666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.93333333333334,3.0,628.5,1.0,180.2,1.0,444.9,1.0,0.0,0.0
EL27L9,714.5,2.0,932.5,2.0,0.0,0.0,1058.0,1.0,1318.0,2.0,2004.0,2.0,1695.3333333333333,3.0,1709.25,4.0,2062.6666666666665,3.0,1743.5,2.0,2673.0,1.0,2315.25,4.0,1410.0,2.0,201.84,2.0,499.42499999999995,2.0,339.94666666666666,3.0,0.0,0.0,802.69,2.0,398.355,2.0,285.45,1.0,0.0,0.0,429.43,4.0,0.0,0.0,516.69,2.0,0.0,0.0,363.71500000000003,2.0
PTKRJM,1686.5,2.0,1132.6666666666667,3.0,1954.3333333333333,3.0,1966.0,2.0,0.0,0.0,1603.0,1.0,2061.0,2.0,1240.1666666666667,6.0,367.175,2.0,949.5,2.0,1079.3333333333333,3.0,1684.0,1.0,827.0,1.0,219.60500000000002,2.0,712.7774999999999,4.0,702.19,1.0,458.13,1.0,675.7033333333333,9.0,751.7,2.0,352.93,3.0,563.94,2.0,928.25,3.0,478.5224999999999,4.0,766.85,3.0,594.3050000000001,2.0,366.79,1.0
9SYSFO,1809.0,2.0,1545.5,2.0,631.0,1.0,1410.0,1.0,839.0,2.0,1199.0,2.0,1078.75,4.0,1415.0,2.0,1046.75,4.0,1179.0,2.0,970.0,2.0,1374.3333333333333,3.0,1265.0,1.0,1007.3966666666666,3.0,1412.69,1.0,1076.44,1.0,935.0475,4.0,950.3166666666666,3.0,795.91,3.0,0.0,0.0,1150.43,3.0,717.62,1.0,1291.12,2.0,983.79,2.0,784.035,2.0,1573.38,1.0
0NNFDC,307.5,2.0,2005.0,1.0,585.5,6.0,601.5,4.0,683.0,4.0,1990.0,4.0,0.0,0.0,1227.6666666666667,3.0,0.0,0.0,2049.0,2.0,1339.0,1.0,416.0,1.0,0.0,0.0,474.3333333333333,3.0,0.0,0.0,827.9399999999999,3.0,805.95,1.0,155.725,4.0,443.0166666666667,3.0,489.1,2.0,79.8,1.0,737.6925,4.0,636.5925,4.0,532.9825000000001,4.0,281.525,2.0,0.0,0.0
E4CS0Q,0.0,0.0,1896.6666666666667,3.0,1812.25,4.0,1617.6666666666667,3.0,1273.4,5.0,0.0,0.0,1841.3333333333333,3.0,1822.25,4.0,0.0,0.0,0.0,0.0,1856.0,2.0,794.3333333333334,3.0,2074.0,1.0,0.0,0.0,0.0,0.0,618.8066666666667,3.0,426.65333333333336,3.0,0.0,0.0,0.0,0.0,109.08500000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1503.385,2.0,1083.5,1.0,3823.71,1.0
E4VIO8,0.0,0.0,0.0,0.0,0.0,0.0,30.333333333333332,3.0,80.0,1.0,66.0,1.0,192.5,4.0,89.83333333333333,6.0,122.0,2.0,85.0,3.0,141.6,5.0,235.0,3.0,0.0,0.0,0.0,0.0,137.3,1.0,0.0,0.0,182.0,2.0,0.0,0.0,705.79,1.0,122.88499999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,154.67,1.0,121.48,1.0,0.0,0.0
EE8H7S,0.0,0.0,605.0,1.0,514.0,4.0,173.0,4.0,649.0,1.0,490.75,4.0,1311.0,1.0,392.0,1.0,536.0,4.0,238.33333333333334,3.0,841.0,1.0,1275.0,1.0,1143.0,3.0,263.3775,4.0,109.854,5.0,450.585,2.0,321.8,3.0,213.4,5.0,446.135,2.0,244.3,2.0,167.93875,8.0,310.75,2.0,438.0628571428571,7.0,704.5,1.0,156.75,6.0,1098.2675,4.0
MIIKIR,2084.0,1.0,952.0,1.0,1750.0,1.0,2801.0,1.0,2082.0,2.0,1958.6666666666667,3.0,3040.0,4.0,1357.5,2.0,2575.6666666666665,3.0,1983.25,4.0,2615.0,2.0,2230.5,2.0,3038.0,2.0,293.47,1.0,564.3316666666666,6.0,0.0,0.0,1831.875,2.0,0.0,0.0,963.405,2.0,1388.63,1.0,0.0,0.0,633.6466666666666,3.0,169.0,1.0,993.905,2.0,964.25,2.0,505.0,1.0
2CCDXX,464.0,1.0,447.6666666666667,6.0,0.0,0.0,0.0,0.0,1152.0,2.0,327.3333333333333,3.0,1663.0,1.0,767.3333333333334,3.0,1204.0,1.0,1014.6666666666666,3.0,893.0,2.0,644.75,4.0,675.5,2.0,1300.88,1.0,814.2733333333334,3.0,0.0,0.0,0.0,0.0,0.0,0.0,360.435,4.0,730.7420000000001,5.0,833.2716666666666,6.0,611.9749999999999,4.0,588.865,4.0,663.04,2.0,920.34,2.0,545.245,2.0
EL6IRU,1809.5,2.0,2928.0,4.0,3417.6666666666665,3.0,3963.5,2.0,2177.5,2.0,3.0,1.0,5134.333333333333,3.0,2880.3333333333335,3.0,4744.0,2.0,5033.0,1.0,2872.3333333333335,3.0,3291.5,2.0,0.0,0.0,0.0,0.0,124.0,1.0,1516.1,1.0,864.53,1.0,76.56,2.0,0.0,0.0,0.0,0.0,109.0,1.0,0.0,0.0,0.0,0.0,817.58,1.0,0.0,0.0,0.0,0.0
RKTILM,1253.3333333333333,3.0,1063.5,2.0,931.0,2.0,537.0,1.0,555.0,2.0,564.0,1.0,1874.3333333333333,3.0,536.0,2.0,263.0,1.0,0.0,0.0,594.0,4.0,991.3333333333334,3.0,1429.3333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.6,1.0,3643.05,1.0,1264.3575,4.0,1703.3425,4.0,0.0,0.0,116.73,2.0,0.0,0.0,0.0,0.0,0.0,0.0
PSDGSO,2616.0,2.0,2130.0,2.0,2473.3333333333335,3.0,3136.0,2.0,2230.3333333333335,3.0,2916.3333333333335,3.0,5130.0,1.0,4408.0,2.0,2329.0,3.0,6355.0,1.0,3046.6666666666665,3.0,3034.0,1.0,1339.0,1.0,483.945,2.0,2033.8866666666665,3.0,720.055,2.0,815.8340000000001,5.0,1778.0,1.0,688.8357142857143,7.0,1285.5720000000001,5.0,726.6780000000001,5.0,941.682,5.0,1200.11625,8.0,1708.6379999999997,5.0,2537.075,4.0,1531.308888888889,9.0
E45AHP,1957.0,2.0,3121.0,1.0,1652.6666666666667,3.0,1333.0,1.0,2677.5,2.0,2948.5,2.0,1348.0,2.0,2299.6666666666665,3.0,2793.0,2.0,1796.0,3.0,2495.5,2.0,3120.0,1.0,2697.6666666666665,3.0,145.08,1.0,912.54,1.0,0.0,0.0,173.16,1.0,703.5250000000001,2.0,0.0,0.0,1314.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
